group_id;timestamp;paddockNames;lat;long;model_ref;Nmin [kg/ha];NO3-N [kg/ha];N total [%];P [mg/100g];K (beta) [mg/100g];Moisture [%];pH ;SOC [%];SOM [%];C/N Ratio ;Mg [mg/100g];Soil Temperature [øC];Air Temperature [øC];Humidity [%];Air Pressure [hPa];Volatile organic compounds [ohm];Soil texture class 
297-PGF-20230415-31-gykn;2023-04-15T11:50:36.000Z;Kassow_107;53.8683663;12.0797842;6f10978b-3654-48fb-92fb-478b29e29c69;27;26;0,14;5,5;10,3;17,2;6,64;1,27;2,19;9,34;9,4;10,15;13,84;62,84;1008;807494;2
297-PGF-20230415-32-vsdj;2023-04-15T11:53:56.000Z;Kassow_107;53.8681078;12.0804656;6f10978b-3654-48fb-92fb-478b29e29c69;32;31;0,11;7,5;10,3;16,17;6,56;1,24;2,15;10,98;7,9;10,21;14,03;63,26;1008;821220;2
297-PGF-20230415-33-ojuk;2023-04-15T11:57:08.000Z;Kassow_107;53.8677619;12.0811506;6f10978b-3654-48fb-92fb-478b29e29c69;28;21;0,14;6,4;13;18,83;6,77;1,51;2,6;10,74;11,6;10,13;13,99;61,9;1008;842785;2
297-PGF-20230415-34-ybzj;2023-04-15T12:00:28.000Z;Kassow_107;53.867393;12.0818754;6f10978b-3654-48fb-92fb-478b29e29c69;28;14;0,13;7,1;11,7;17,81;6,73;1,34;2,32;10,41;9;10,04;13,99;61,87;1008;861974;2
297-PGF-20230415-35-hbbo;2023-04-15T12:04:11.000Z;Kassow_107;53.8680172;12.0817647;6f10978b-3654-48fb-92fb-478b29e29c69;36;35;0,12;8,2;12,3;16,35;6,59;1,41;2,44;11,54;8,8;10,33;13,92;61,93;1008;832559;2
297-PGF-20230415-36-wvji;2023-04-15T12:07:24.000Z;Kassow_107;53.8681644;12.0824964;6f10978b-3654-48fb-92fb-478b29e29c69;33;26;0,14;6;12,3;17,27;6,6;1,42;2,44;10,28;9,3;10,15;14,07;61,59;1008;826326;2
297-PGF-20230415-37-fyty;2023-04-15T12:10:51.000Z;Kassow_107;53.8686304;12.0816279;6f10978b-3654-48fb-92fb-478b29e29c69;34;30;0,12;6,5;11,1;15,9;6,61;1,45;2,5;11,9;8,3;10,25;14,28;60,41;1008;853950;2
297-PGF-20230415-38-pxus;2023-04-15T12:14:16.000Z;Kassow_107;53.8685129;12.0808563;6f10978b-3654-48fb-92fb-478b29e29c69;38;38;0,15;4,9;11;17,45;6,53;1,36;2,34;9,19;10,6;10,39;14,31;60,79;1008;874157;2
297-PGF-20230415-39-ijur;2023-04-15T12:17:28.000Z;Kassow_107;53.8688015;12.0802933;6f10978b-3654-48fb-92fb-478b29e29c69;29;29;0,14;5,2;10,8;17,45;6,63;1,41;2,44;9,76;8,6;10,38;14,52;61,07;1008;848574;2
297-PGF-20230415-40-qhlj;2023-04-15T12:21:14.000Z;Kassow_107;53.8690897;12.0807676;6f10978b-3654-48fb-92fb-478b29e29c69;55;55;0,15;7,9;11,7;16,91;6,76;1,38;2,38;9,22;9,5;10,21;14,4;61,42;1008;827724;2
297-PGF-20230415-41-jzvt;2023-04-15T13:02:59.000Z;Kassow_107;53.8704297;12.0833384;6f10978b-3654-48fb-92fb-478b29e29c69;34;0;0,11;9,4;13;18,52;7,16;1,43;2,46;12,46;9,8;11,83;14,62;61,69;1009;819337;4
297-PGF-20230415-42-tzhn;2023-04-15T13:05:59.000Z;Kassow_107;53.8701638;12.0839354;6f10978b-3654-48fb-92fb-478b29e29c69;38;21;0,09;13,8;11,4;17,21;7,04;1,5;2,59;16,18;11;10,56;14,4;61,98;1009;831429;2
297-PGF-20230415-43-xkxh;2023-04-15T13:09:02.000Z;Kassow_107;53.8698378;12.0845726;6f10978b-3654-48fb-92fb-478b29e29c69;38;38;0,12;8,5;11,5;14,6;6,52;1,43;2,46;12,29;7,6;10,89;14,5;63,32;1009;811169;2
297-PGF-20230415-46-cvuh;2023-04-15T13:19:13.000Z;Kassow_107;53.8687394;12.0869814;6f10978b-3654-48fb-92fb-478b29e29c69;22;0;0,11;8,5;14,3;18,36;7,02;1,26;2,17;11;11,6;11,32;14,39;64,73;1009;792060;4
297-PGF-20230415-45-udcs;2023-04-15T13:15:36.000Z;Kassow_107;53.8691842;12.0861171;6f10978b-3654-48fb-92fb-478b29e29c69;60;0;0,09;10,9;13;18,29;7,02;1,32;2,28;15,46;11,9;11,22;14,37;64,58;1008;785324;4
297-PGF-20230415-47-cbzm;2023-04-15T13:22:54.000Z;Kassow_107;53.868313;12.0879152;6f10978b-3654-48fb-92fb-478b29e29c69;29;11;0,14;6,6;10,5;17,47;6,73;1,62;2,8;11,82;9,6;11,71;14,58;67,13;1009;750764;2
297-PGF-20230415-48-kpqq;2023-04-15T13:25:54.000Z;Kassow_107;53.8680168;12.0886273;6f10978b-3654-48fb-92fb-478b29e29c69;38;7;0,11;7,7;12,6;18,04;7,17;1,61;2,78;14,75;11,7;11,47;14,4;66,07;1009;757979;4
297-PGF-20230415-49-xwhd;2023-04-15T13:28:40.000Z;Kassow_107;53.8681168;12.0890347;6f10978b-3654-48fb-92fb-478b29e29c69;30;2;0,13;7,4;13;19,85;7,06;1,56;2,69;12,1;12,8;11,31;14,09;66,81;1009;757676;5
297-PGF-20230415-50-rthj;2023-04-15T13:33:00.000Z;Kassow_107;53.8684189;12.0884485;6f10978b-3654-48fb-92fb-478b29e29c69;31;27;0,15;7,3;10,1;16,61;6,68;1,69;2,92;11,64;8,6;11,22;14,26;68,43;1009;727951;2
297-PGF-20230415-51-uwzp;2023-04-15T13:36:10.000Z;Kassow_107;53.868778;12.087786;6f10978b-3654-48fb-92fb-478b29e29c69;23;21;0,14;7,5;10;16,87;6,44;1,55;2,67;11,46;9,6;12,08;14,4;67,11;1009;714562;2
297-PGF-20230415-52-czgu;2023-04-15T13:40:30.000Z;Kassow_107;53.8692191;12.0869733;6f10978b-3654-48fb-92fb-478b29e29c69;34;0;0,11;9,2;12,5;19,82;7,14;1,51;2,6;13,35;12,1;11,24;13,8;66,18;1009;779172;4
297-PGF-20230415-53-jbga;2023-04-15T13:43:37.000Z;Kassow_107;53.8694752;12.0863062;6f10978b-3654-48fb-92fb-478b29e29c69;56;20;0,11;8,4;13,5;18,63;7,02;1,29;2,22;12,1;12,9;10,6;13,68;67,12;1009;754888;4
297-PGF-20230415-54-mrjw;2023-04-15T13:47:15.000Z;Kassow_107;53.869753;12.0857306;6f10978b-3654-48fb-92fb-478b29e29c69;23;7;0,13;6,7;11,9;18,08;7,07;1,29;2,22;9,95;9,8;10,86;13,82;68,57;1009;746224;3
297-PGF-20230415-55-xpuq;2023-04-15T13:50:43.000Z;Kassow_107;53.8700517;12.0850506;6f10978b-3654-48fb-92fb-478b29e29c69;32;22;0,14;6,4;10,6;17,16;6,61;1,42;2,44;9,93;9,6;10,82;13,46;66,47;1009;754705;2
297-PGF-20230415-56-lmhv;2023-04-15T13:54:13.000Z;Kassow_107;53.8704794;12.0840239;6f10978b-3654-48fb-92fb-478b29e29c69;54;44;0,19;10,5;10,8;17,58;6,56;1,88;3,23;10,06;10,9;10,67;13,24;66,22;1009;757861;2
297-PGF-20230415-57-ypcs;2023-04-15T13:58:02.000Z;Kassow_107;53.8708901;12.0830753;6f10978b-3654-48fb-92fb-478b29e29c69;29;23;0,14;5,2;11,5;17,41;6,72;1,38;2,37;9,78;10,3;10,47;12,98;67,98;1009;759273;2
297-PGF-20230415-58-tiwe;2023-04-15T14:01:06.000Z;Kassow_107;53.8711141;12.0833984;6f10978b-3654-48fb-92fb-478b29e29c69;40;40;0,12;7,6;10,3;16,34;6,48;1,43;2,47;11,65;8,6;10,38;12,87;68,31;1010;750695;2
297-PGF-20230415-59-pulq;2023-04-15T14:03:47.000Z;Kassow_107;53.8712882;12.0837291;6f10978b-3654-48fb-92fb-478b29e29c69;36;20;0,18;10,8;10,2;18,44;6,65;2;3,45;11,17;8,9;10,21;12,83;68,02;1010;758851;2
297-PGF-20230415-60-jhay;2023-04-15T14:06:31.000Z;Kassow_107;53.8709715;12.0838671;6f10978b-3654-48fb-92fb-478b29e29c69;50;50;0,12;7,3;9,3;14;6,48;1,43;2,47;11,7;7,1;10,17;12,8;68,94;1010;784752;2
297-PGF-20230415-61-ioys;2023-04-15T14:09:25.000Z;Kassow_107;53.8708741;12.0844204;6f10978b-3654-48fb-92fb-478b29e29c69;31;17;0,14;7,6;11,6;17,98;6,94;1,35;2,33;9,74;9,3;10,51;12,89;69,19;1010;773228;2
297-PGF-20230415-62-iioi;2023-04-15T14:12:12.000Z;Kassow_107;53.870601;12.0844645;6f10978b-3654-48fb-92fb-478b29e29c69;29;3;0,12;10,1;12,4;18,41;7,1;1,41;2,43;12,01;9,6;10,47;12,84;69,27;1009;786059;4
297-PGF-20230415-63-jurz;2023-04-15T14:15:14.000Z;Kassow_107;53.8703977;12.0850905;6f10978b-3654-48fb-92fb-478b29e29c69;34;12;0,09;12,7;13,6;17,35;7,06;1,45;2,5;15,54;10,1;10,49;12,84;69,49;1009;791161;3
297-PGF-20230415-64-etrw;2023-04-15T14:17:31.000Z;Kassow_107;53.8705015;12.0853746;6f10978b-3654-48fb-92fb-478b29e29c69;37;0;0,1;9;14,3;17,66;7,04;1,26;2,17;13,16;11,1;10,4;12,78;69,76;1010;784901;4
297-PGF-20230415-65-xgaw;2023-04-15T14:21:45.000Z;Kassow_107;53.8701243;12.0856574;6f10978b-3654-48fb-92fb-478b29e29c69;39;0;0,11;12,9;13;18,59;7,03;1,22;2,1;10,62;10,3;10,9;12,9;69,74;1010;758262;4
297-PGF-20230415-66-aoix;2023-04-15T14:25:49.000Z;Kassow_107;53.8706281;12.0862986;6f10978b-3654-48fb-92fb-478b29e29c69;40;31;0,19;5,7;11,6;19,31;6,69;1,89;3,26;10,13;9,5;10,86;12,7;70;1010;776592;2
297-PGF-20230415-68-fkhd;2023-04-15T14:32:49.000Z;Kassow_107;53.8712696;12.0850845;6f10978b-3654-48fb-92fb-478b29e29c69;21;0;0,12;7,4;12,1;18,11;6,95;1,38;2,37;11,36;11,2;10,6;12,6;68,77;1010;756668;2
297-PGF-20230415-67-kttt;2023-04-15T14:28:44.000Z;Kassow_107;53.8708971;12.0858103;6f10978b-3654-48fb-92fb-478b29e29c69;29;10;0,16;7,2;11,8;18,95;6,85;1,46;2,52;9,02;10,3;10,69;12,57;69,48;1010;792221;2
297-PGF-20230415-69-fblu;2023-04-15T14:36:03.000Z;Kassow_107;53.8715789;12.0843542;6f10978b-3654-48fb-92fb-478b29e29c69;31;31;0,15;6,4;10,7;17,82;6,58;1,66;2,86;10,9;9,6;10,64;12,61;69,56;1010;779580;2
297-PGF-20230415-70-pxke;2023-04-15T14:38:43.000Z;Kassow_107;53.8717115;12.0847124;6f10978b-3654-48fb-92fb-478b29e29c69;37;1;0,12;11,6;13,6;19,13;7,14;1,38;2,38;11,4;10,4;10,49;12,58;69,22;1010;756849;4
297-PGF-20230415-71-cdts;2023-04-15T14:42:01.000Z;Kassow_107;53.8714667;12.0853709;6f10978b-3654-48fb-92fb-478b29e29c69;30;8;0,13;8,1;12;17,86;7,04;1,38;2,38;10,68;9,8;10,58;12,6;69,94;1010;764146;2
297-PGF-20230415-72-gwvk;2023-04-15T14:45:19.000Z;Kassow_107;53.871256;12.0858627;6f10978b-3654-48fb-92fb-478b29e29c69;33;19;0,15;6,5;12,3;18,02;6,86;1,29;2,22;8,68;10,3;10,96;12,7;69,76;1010;765509;3
297-PGF-20230415-73-ekbi;2023-04-15T14:48:19.000Z;Kassow_107;53.8709695;12.0863807;6f10978b-3654-48fb-92fb-478b29e29c69;40;39;0,18;5,1;10,7;18,47;6,48;1,82;3,15;10,18;10,6;10,61;12,63;69,69;1010;772378;2
297-PGF-20230415-74-qpgu;2023-04-15T14:51:15.000Z;Kassow_107;53.8711258;12.0867883;6f10978b-3654-48fb-92fb-478b29e29c69;37;37;0,12;7;10,5;16,29;6,21;1,25;2,16;10,36;8,1;10,46;12,5;69,71;1010;758589;2
297-PGF-20230415-75-xjpa;2023-04-15T14:54:52.000Z;Kassow_107;53.8707691;12.0875171;6f10978b-3654-48fb-92fb-478b29e29c69;28;16;0,12;8,9;11,2;17,67;6,68;1,25;2,16;10,37;9,6;10,24;12,3;70,52;1010;768706;2
297-PGF-20230415-76-cyqo;2023-04-15T14:58:29.000Z;Kassow_107;53.8703145;12.0884402;6f10978b-3654-48fb-92fb-478b29e29c69;27;1;0,13;9,7;12,4;19,88;7,1;1,33;2,29;10,19;9,4;10,24;12,23;71,2;1010;762796;3
297-PGF-20230415-77-jamf;2023-04-15T15:01:58.000Z;Kassow_107;53.8700937;12.0893354;6f10978b-3654-48fb-92fb-478b29e29c69;26;16;0,11;9,3;11,1;17,18;6,8;1,15;1,98;10,23;8,3;10,18;12,2;71,79;1010;755897;2
297-PGF-20230415-78-gtoz;2023-04-15T15:04:54.000Z;Kassow_107;53.8703649;12.0890774;6f10978b-3654-48fb-92fb-478b29e29c69;32;28;0,12;9;10,7;16,53;6,7;1,27;2,2;10,63;8,3;10,29;12,06;72,18;1010;769703;2
297-PGF-20230415-79-espg;2023-04-15T15:08:06.000Z;Kassow_107;53.8706596;12.0885473;6f10978b-3654-48fb-92fb-478b29e29c69;29;26;0,14;7;11,6;16,93;6,61;1,62;2,8;11,85;8,5;10,43;12,09;71,89;1010;751788;2
297-PGF-20230415-81-lwqw;2023-04-15T15:13:27.000Z;Kassow_107;53.8712146;12.0874845;6f10978b-3654-48fb-92fb-478b29e29c69;25;17;0,12;7,2;11;17,18;6,71;1,21;2,09;9,89;9,7;10,33;12,07;71,46;1010;748762;2
297-PGF-20230415-80-ynaq;2023-04-15T15:10:41.000Z;Kassow_107;53.8709523;12.0880298;6f10978b-3654-48fb-92fb-478b29e29c69;41;8;0,1;11,8;14,2;17,8;7,19;1,4;2,41;13,84;10,8;10,19;12,1;71,96;1010;734536;4
297-PGF-20230415-44-tjws;2023-04-15T13:12:33.000Z;Kassow_107;53.8695341;12.0853491;6f10978b-3654-48fb-92fb-478b29e29c69;59;23;0,16;9,6;13;18,69;7,07;1,55;2,67;9,4;10,9;11,26;14,5;64,04;1009;803718;2
