"group_id","device_id","timestamp","paddockNames","lat","long","model_ref","Nmin [kg/ha]","Nmin - Nutrient class","NO3-N [kg/ha]","NO3-N - Nutrient class","N total [%]","N total - Nutrient class","P [mg/100g]","P - Nutrient class","K (beta) [mg/100g]","K (beta) - Nutrient class","Moisture [%]","Moisture - Nutrient class","pH ","pH - Nutrient class","SOC [%]","SOC - Nutrient class","SOM [%]","SOM - Nutrient class","C/N Ratio ","C/N Ratio - Nutrient class","Mg [mg/100g]","Mg - Nutrient class","Soil Temperature [°C]","Light (infrared) [lux]","Light (visible) [lux]","Air Temperature [°C]","Humidity [%]","Air Pressure [hPa]","Volatile organic compounds [ohm]","Soil texture class ","issue_classes","labels"
"297-PGF-20230215-78-xxew",297,"2023-02-15T15:42:20.000Z","Kassow_107","53.8681896","12.0813552","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",2.2,"",12.8,"",16.9,"",6.6,"D",1.1,"",1.9,"",8.7,"C",7.5,"",3.4,117,33,4.8,84.4,1022,430451,2,"",""
"297-PGF-20230215-77-xmri",297,"2023-02-15T15:39:18.000Z","Kassow_107","53.8684557","12.0809506","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"C",0.1,"",3,"",12.5,"",16.6,"",6.6,"D",1,"",1.8,"",8.6,"C",7.4,"",3.3,163,47,4.8,84.6,1022,426394,2,"28",""
"297-PGF-20230215-80-hlha",297,"2023-02-15T15:49:17.000Z","Kassow_107","53.867691","12.0821766","6f10978b-3654-48fb-92fb-478b29e29c69",84,"",84,"C",0.1,"",5.8,"",11.1,"",15.6,"",6.5,"D",1.1,"",1.9,"",9.4,"C",6,"",3.4,89,25,4.7,84.6,1022,434009,2,"",""
"297-PGF-20230215-79-enel",297,"2023-02-15T15:46:10.000Z","Kassow_107","53.8679503","12.0817317","6f10978b-3654-48fb-92fb-478b29e29c69",70,"",70,"C",0.1,"",4.2,"",10.8,"",15.2,"",6.5,"D",1.2,"",2.1,"",11.4,"D",6.8,"",3.5,107,30,4.7,84.6,1022,426708,2,"",""
"297-PGF-20230215-81-pmnk",297,"2023-02-15T15:52:00.000Z","Kassow_107","53.8679215","12.0825936","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",3.8,"",11,"",16.2,"",6.5,"D",1.1,"",1.9,"",9.5,"C",7.8,"",3.3,73,21,4.6,84.5,1022,440801,2,"",""
"297-PGF-20230215-82-qjlb",297,"2023-02-15T15:55:55.000Z","Kassow_107","53.8681529","12.0822069","6f10978b-3654-48fb-92fb-478b29e29c69",87,"",87,"D",0.1,"",3.3,"",11.7,"",16.4,"",6.6,"D",1,"",1.8,"",8.4,"C",8,"",3.4,58,16,4.6,84.6,1022,440354,2,"",""
"297-PGF-20230215-83-dtee",297,"2023-02-15T16:00:27.000Z","Kassow_107","53.8684092","12.0817982","6f10978b-3654-48fb-92fb-478b29e29c69",87,"",87,"D",0.1,"",6.1,"",10.8,"",15.4,"",6.4,"D",1.1,"",1.9,"",9.8,"C",7.6,"",3.6,53,15,4.6,84.7,1022,437691,2,"",""
"297-PGF-20230215-86-gyru",297,"2023-02-15T16:10:58.000Z","Kassow_107","53.8690834","12.0806495","6f10978b-3654-48fb-92fb-478b29e29c69",87,"",87,"D",0.1,"",4,"",11.6,"",16.6,"",6.6,"D",1.2,"",2.1,"",10.4,"D",7.6,"",3.3,21,6,4.5,84.9,1022,438428,2,"",""
"297-PGF-20230215-84-kumc",297,"2023-02-15T16:05:10.000Z","Kassow_107","53.8686432","12.0813942","6f10978b-3654-48fb-92fb-478b29e29c69",80,"",80,"C",0.1,"",4.6,"",11,"",15.5,"",6.4,"D",1.1,"",1.9,"",11.2,"D",7,"",3.3,32,9,4.5,84.7,1022,437749,2,"",""
"297-PGF-20230215-85-xnnm",297,"2023-02-15T16:08:05.000Z","Kassow_107","53.8688952","12.0809847","6f10978b-3654-48fb-92fb-478b29e29c69",83,"",83,"C",0.1,"",3.7,"",10.7,"",16.8,"",6.6,"D",1.1,"",1.9,"",8.3,"C",7.6,"",3.3,32,9,4.5,85,1022,442443,2,"",""
"297-PGF-20230303-1-lwtw",297,"2023-03-03T09:49:46.000Z","Kassow_107","53.8676057","12.0747732","6f10978b-3654-48fb-92fb-478b29e29c69",50,"",50,"C",0.1,"",9.2,"",11.5,"",17.1,"",6.6,"D",1.7,"",2.9,"",11.4,"D",7.6,"",3.4,924,242,10,57.4,1020,421061,2,"",""
"297-PGF-20230303-2-zghj",297,"2023-03-03T09:58:23.000Z","Kassow_107","53.8673785","12.0752552","6f10978b-3654-48fb-92fb-478b29e29c69",59,"",59,"C",0.2,"",7.1,"",12.3,"",19,"",6.7,"D",1.4,"",2.5,"",8.7,"C",11.1,"",2.4,723,192,6.8,67.3,1020,443474,2,"",""
"297-PGF-20230303-3-lxtw",297,"2023-03-03T10:02:22.000Z","Kassow_107","53.8671056","12.0757923","6f10978b-3654-48fb-92fb-478b29e29c69",58,"",58,"C",0.1,"",6.1,"",10.4,"",17.3,"",6.6,"D",1.4,"",2.3,"",9.9,"C",8.8,"",2.2,697,194,5.3,72.8,1021,451451,2,"",""
"297-PGF-20230303-4-hzle",297,"2023-03-03T10:05:32.000Z","Kassow_107","53.8668405","12.0763551","6f10978b-3654-48fb-92fb-478b29e29c69",29,"",23,"B",0.1,"",10.4,"",14.2,"",20,"",7.2,"D",1.5,"",2.6,"",10.2,"D",10.3,"",2.1,832,234,5.1,74,1020,465107,4,"",""
"297-PGF-20230303-5-edrp",297,"2023-03-03T10:09:08.000Z","Kassow_107","53.8665914","12.076948","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",8.4,"",12.5,"",16.4,"",6.5,"D",1.2,"",2.1,"",10.1,"D",9.4,"",2.4,803,216,5.1,75,1020,467429,2,"",""
"297-PGF-20230303-6-ejsb",297,"2023-03-03T10:13:03.000Z","Kassow_107","53.8664387","12.0776878","6f10978b-3654-48fb-92fb-478b29e29c69",80,"",80,"C",0.1,"",6.9,"",10.3,"",15.2,"",6.2,"C",1.3,"",2.3,"",11.6,"D",7.7,"",2.3,670,188,4.8,75.4,1020,481366,2,"",""
"297-PGF-20230303-7-gecg",297,"2023-03-03T10:17:18.000Z","Kassow_107","53.8666196","12.0776163","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"D",0.1,"",7.5,"",11.4,"",16.9,"",6.4,"D",1.3,"",2.3,"",9.9,"C",8.4,"",2.3,819,226,4.6,76.7,1020,488070,2,"",""
"297-PGF-20230303-8-nszp",297,"2023-03-03T10:20:13.000Z","Kassow_107","53.8669159","12.0771577","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.1,"",5.9,"",10.2,"",16.2,"",6.1,"C",1.5,"",2.5,"",12.2,"D",8.4,"",2.3,829,230,4.4,77.3,1021,495119,2,"",""
"297-PGF-20230303-9-wuyd",297,"2023-03-03T10:23:56.000Z","Kassow_107","53.8671785","12.0767216","6f10978b-3654-48fb-92fb-478b29e29c69",63,"",63,"C",0.2,"",9.2,"",11.6,"",17.3,"",6.4,"D",1.5,"",2.6,"",9.9,"C",7.6,"",2.4,719,200,4.3,78.2,1021,497050,2,"",""
"297-PGF-20230303-10-pvxz",297,"2023-03-03T10:27:19.000Z","Kassow_107","53.8674628","12.0762447","6f10978b-3654-48fb-92fb-478b29e29c69",59,"",59,"C",0.1,"",7.3,"",13.5,"",18.2,"",6.5,"D",1.5,"",2.6,"",10.3,"D",7.8,"",2.3,459,133,4.1,79.2,1021,487368,2,"",""
"297-PGF-20230303-11-lwtg",297,"2023-03-03T10:30:42.000Z","Kassow_107","53.8677603","12.0758036","6f10978b-3654-48fb-92fb-478b29e29c69",65,"",65,"C",0.1,"",6.4,"",12.5,"",17.9,"",6.5,"D",1.3,"",2.2,"",9.3,"C",9.2,"",2.3,716,201,3.7,80.5,1021,498850,2,"",""
"297-PGF-20230303-12-iqcq",297,"2023-03-03T10:33:37.000Z","Kassow_107","53.8679092","12.0754311","6f10978b-3654-48fb-92fb-478b29e29c69",52,"",52,"C",0.2,"",9.4,"",13.2,"",18.4,"",6.8,"C",1.2,"",2.1,"",7.8,"C",9,"",2.4,884,239,3.4,80.5,1021,506660,4,"",""
"297-PGF-20230303-13-aeeg",297,"2023-03-03T10:53:53.000Z","Kassow_107","53.868026","12.0756716","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",5.3,"",11.7,"",17.5,"",6.4,"D",1.2,"",2.1,"",10.3,"D",9.3,"",2.5,1056,294,3.7,80.5,1021,507260,2,"",""
"297-PGF-20230303-14-jcdb",297,"2023-03-03T10:58:00.000Z","Kassow_107","53.8677657","12.0760932","6f10978b-3654-48fb-92fb-478b29e29c69",76,"",76,"C",0.1,"",5.6,"",10.6,"",16.6,"",6.6,"D",1.2,"",2.1,"",9.5,"C",8.5,"",2.5,923,261,3.6,80.5,1021,520366,2,"",""
"297-PGF-20230303-15-ajip",297,"2023-03-03T11:01:41.000Z","Kassow_107","53.8675204","12.0764782","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",5.9,"",10.8,"",17.4,"",6.4,"D",1.4,"",2.4,"",10.5,"D",8.3,"",2.5,809,225,3.6,81.2,1021,512924,2,"",""
"297-PGF-20230303-16-dbbb",297,"2023-03-03T11:05:04.000Z","Kassow_107","53.8672406","12.0769254","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",10.6,"",12.6,"",16.3,"",6.6,"D",1.2,"",2,"",10.5,"D",8.1,"",2.4,1036,281,3.7,81.3,1020,519839,2,"",""
"297-PGF-20230303-17-bxzh",297,"2023-03-03T11:09:51.000Z","Kassow_107","53.8669745","12.0773819","6f10978b-3654-48fb-92fb-478b29e29c69",85,"",85,"C",0.1,"",6.4,"",11.6,"",17.2,"",6.5,"D",1.2,"",2,"",8,"C",8.6,"",2.5,1002,272,3.6,80.9,1020,516778,2,"",""
"297-PGF-20230303-18-oxmo",297,"2023-03-03T11:13:34.000Z","Kassow_107","53.8673488","12.0778149","6f10978b-3654-48fb-92fb-478b29e29c69",59,"",59,"C",0.2,"",7.6,"",12.9,"",19.1,"",6.7,"D",1.5,"",2.6,"",8.7,"C",11,"",2.4,1127,312,3.5,82.3,1020,506045,3,"",""
"297-PGF-20230303-19-ddkj",297,"2023-03-03T11:16:27.000Z","Kassow_107","53.8676031","12.0773597","6f10978b-3654-48fb-92fb-478b29e29c69",61,"",61,"C",0.1,"",6.4,"",11.8,"",17.4,"",6.5,"D",1.3,"",2.3,"",9.2,"C",8.6,"",2.5,975,271,3.5,81.7,1020,516235,2,"",""
"297-PGF-20230303-20-vnvp",297,"2023-03-03T11:19:59.000Z","Kassow_107","53.8678619","12.0769207","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.1,"",7.1,"",11.9,"",17.6,"",6.6,"D",1.5,"",2.5,"",10.2,"D",8.3,"",2.6,1067,294,3.6,80.9,1021,520437,2,"",""
"297-PGF-20230303-21-udsv",297,"2023-03-03T11:24:05.000Z","Kassow_107","53.868143","12.0764642","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.1,"",11.3,"",12.9,"",18.2,"",6.7,"D",1.4,"",2.4,"",9.7,"C",7.6,"",2.7,1485,414,3.7,80.9,1021,522007,3,"",""
"297-PGF-20230303-22-okma",297,"2023-03-03T11:30:06.000Z","Kassow_107","53.8679829","12.0784411","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",6.8,"",11,"",17.1,"",6.4,"D",1.3,"",2.3,"",10.1,"D",7.9,"",2.6,1258,354,3.7,79.6,1020,533757,2,"",""
"297-PGF-20230303-23-kazl",297,"2023-03-03T11:33:14.000Z","Kassow_107","53.8677052","12.0788815","6f10978b-3654-48fb-92fb-478b29e29c69",73,"",73,"C",0.1,"",6.1,"",12.5,"",17.7,"",6.6,"D",1.2,"",2.1,"",8.8,"C",9.9,"",2.7,932,261,3.5,79.4,1020,532080,2,"",""
"297-PGF-20230303-24-lnha",297,"2023-03-03T11:36:43.000Z","Kassow_107","53.8674509","12.0793132","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.2,"",5.6,"",11.4,"",18.2,"",6.6,"D",1.2,"",2,"",7.5,"C",9.7,"",2.7,894,260,3.5,80.1,1020,526831,2,"",""
"297-PGF-20230303-25-jcfs",297,"2023-03-03T11:41:34.000Z","Kassow_107","53.8671605","12.0797955","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.2,"",5.4,"",10.8,"",18.2,"",6.6,"D",1.3,"",2.3,"",8.5,"C",9.1,"",2.4,728,212,3.3,80.5,1020,523142,2,"",""
"297-PGF-20230303-26-rbmf",297,"2023-03-03T11:45:18.000Z","Kassow_107","53.8669221","12.0803722","6f10978b-3654-48fb-92fb-478b29e29c69",23,"",23,"B",0.1,"",11.2,"",13.7,"",19.9,"",7.1,"D",1.4,"",2.4,"",10.2,"D",10.4,"",2.6,1357,381,3.4,80.4,1020,529601,4,"",""
"297-PGF-20230303-27-gkvy",297,"2023-03-03T11:48:43.000Z","Kassow_107","53.866659","12.0808887","6f10978b-3654-48fb-92fb-478b29e29c69",62,"",62,"C",0.1,"",6.8,"",12.4,"",16.6,"",6.6,"D",1.3,"",2.2,"",9.1,"C",9.7,"",2.9,1214,326,3.6,79.9,1020,530638,2,"",""
"297-PGF-20230303-28-pgai",297,"2023-03-03T11:52:24.000Z","Kassow_107","53.8663995","12.08134","6f10978b-3654-48fb-92fb-478b29e29c69",39,"",39,"B",0.2,"",7.3,"",14.2,"",20.2,"",6.9,"D",1.5,"",2.5,"",9.1,"C",11.5,"",2.9,1038,283,3.6,80,1020,533377,3,"",""
"297-PGF-20230303-29-xkvt",297,"2023-03-03T11:55:51.000Z","Kassow_107","53.866135","12.0818011","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",6.1,"",11.4,"",17.5,"",6.5,"D",1.4,"",2.3,"",9.8,"C",9,"",2.9,959,265,3.6,80,1020,544353,2,"",""
"297-PGF-20230303-30-ecjx",297,"2023-03-03T11:59:50.000Z","Kassow_107","53.8658709","12.0822348","6f10978b-3654-48fb-92fb-478b29e29c69",81,"",81,"C",0.1,"",5.5,"",11.4,"",17.5,"",6.2,"C",1.6,"",2.8,"",11,"D",9.5,"",2.9,957,264,3.5,80.5,1020,536846,2,"",""
"297-PGF-20230303-31-fxkv",297,"2023-03-03T12:02:57.000Z","Kassow_107","53.8661076","12.082632","6f10978b-3654-48fb-92fb-478b29e29c69",66,"",66,"C",0.2,"",5.9,"",12.2,"",18.3,"",6.7,"D",1.2,"",2,"",7.5,"C",8.5,"",2.8,928,259,3.3,81.5,1020,535137,2,"",""
"297-PGF-20230303-32-kidx",297,"2023-03-03T12:07:43.000Z","Kassow_107","53.8663823","12.0821766","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.2,"",5.8,"",11.7,"",19.1,"",6.5,"D",1.6,"",2.8,"",9.6,"C",10,"",2.8,856,233,3.3,82,1020,540839,2,"",""
"297-PGF-20230303-33-sghh",297,"2023-03-03T12:13:51.000Z","Kassow_107","53.8666478","12.0816845","6f10978b-3654-48fb-92fb-478b29e29c69",51,"",51,"C",0.2,"",9.2,"",13.5,"",19.7,"",6.8,"C",1.5,"",2.5,"",9.6,"C",9.5,"",2.6,734,201,3.4,81.7,1020,541221,4,"",""
"297-PGF-20230303-34-nanl",297,"2023-03-03T12:18:31.000Z","Kassow_107","53.8670134","12.0811204","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",7,"",11,"",16.4,"",6.3,"C",1.4,"",2.4,"",10.3,"D",9.2,"",2.8,659,183,3.1,81.9,1020,548102,2,"",""
"297-PGF-20230303-35-hbxl",297,"2023-03-03T12:21:40.000Z","Kassow_107","53.86733","12.0806456","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",7.7,"",11,"",16,"",6.2,"C",1.3,"",2.2,"",10.9,"D",8.2,"",2.7,652,181,3.1,82.2,1020,549793,2,"",""
"297-PGF-20230303-36-ywsb",297,"2023-03-03T12:24:50.000Z","Kassow_107","53.8676073","12.0801638","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",5.1,"",11.3,"",17.5,"",6.5,"D",1.2,"",2.1,"",8.9,"C",10.2,"",2.6,525,147,3,82.4,1020,545157,2,"",""
"297-PGF-20230303-37-ituy",297,"2023-03-03T12:28:15.000Z","Kassow_107","53.8678811","12.0796961","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",5.2,"",11.3,"",17.5,"",6.4,"D",1.4,"",2.3,"",10.4,"D",9.9,"",2.7,600,171,2.9,83.2,1020,542955,2,"",""
"297-PGF-20230303-38-cyio",297,"2023-03-03T12:31:55.000Z","Kassow_107","53.8682486","12.079247","6f10978b-3654-48fb-92fb-478b29e29c69",68,"",68,"C",0.1,"",7.2,"",11.2,"",15.9,"",6.4,"D",1.3,"",2.2,"",12.3,"D",7.5,"",2.8,554,153,3,82.9,1020,544104,2,"",""
"297-PGF-20230303-39-ngfd",297,"2023-03-03T13:07:45.000Z","Kassow_107","53.8713133","12.0871077","6f10978b-3654-48fb-92fb-478b29e29c69",78,"",78,"C",0.1,"",4.2,"",10.5,"",17.9,"",6.5,"D",1.2,"",2,"",9.5,"C",9.4,"",3.1,539,151,4.5,77.1,1020,552184,2,"",""
"297-PGF-20230303-40-xiap",297,"2023-03-03T13:10:31.000Z","Kassow_107","53.8710875","12.0876058","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",6.2,"",10.8,"",15.8,"",6.3,"C",1.2,"",2,"",9.9,"C",8.6,"",2.8,475,129,4.1,78.8,1020,552335,2,"",""
"297-PGF-20230303-41-ijux",297,"2023-03-03T13:13:27.000Z","Kassow_107","53.87082","12.0881747","6f10978b-3654-48fb-92fb-478b29e29c69",32,"",32,"B",0.1,"",7.7,"",13.1,"",19.4,"",7,"C",1.2,"",2,"",9.3,"C",10.2,"",2.7,492,131,3.9,79.1,1019,548506,4,"",""
"297-PGF-20230303-42-lebl",297,"2023-03-03T13:17:28.000Z","Kassow_107","53.8705721","12.0886824","6f10978b-3654-48fb-92fb-478b29e29c69",74,"",74,"C",0.1,"",7,"",10.5,"",16.4,"",6.5,"D",1.2,"",2,"",10.2,"D",8.9,"",2.8,760,216,3.7,80.3,1019,549711,2,"",""
"297-PGF-20230303-43-joth",297,"2023-03-03T13:20:30.000Z","Kassow_107","53.8703255","12.0891933","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.1,"",5.2,"",10.9,"",16.5,"",6.4,"D",1.2,"",2.1,"",10.5,"D",7.7,"",2.9,777,220,3.7,80.6,1019,561382,2,"",""
"297-PGF-20230303-44-kcez",297,"2023-03-03T13:24:14.000Z","Kassow_107","53.8699676","12.0890892","6f10978b-3654-48fb-92fb-478b29e29c69",39,"",39,"B",0.1,"",10.2,"",13.5,"",19.6,"",7.1,"D",1.2,"",2.1,"",8.8,"C",11.4,"",2.9,574,160,3.8,79.6,1019,558436,4,"",""
"297-PGF-20230303-45-cdwx",297,"2023-03-03T13:27:28.000Z","Kassow_107","53.870243","12.0887426","6f10978b-3654-48fb-92fb-478b29e29c69",59,"",59,"C",0.1,"",3.4,"",10.9,"",17,"",6.4,"C",1.1,"",1.9,"",9.4,"C",9.7,"",3.1,675,189,4,78.5,1019,574537,3,"",""
"297-PGF-20230303-46-kjvo",297,"2023-03-03T13:30:50.000Z","Kassow_107","53.8704404","12.0883108","6f10978b-3654-48fb-92fb-478b29e29c69",75,"",75,"C",0.1,"",4.1,"",10.9,"",16.2,"",6.3,"D",1.2,"",2.1,"",10.3,"D",8.2,"",2.9,733,203,4,79.2,1019,560099,2,"",""
"297-PGF-20230303-47-tyqz",297,"2023-03-03T13:35:28.000Z","Kassow_107","53.8706672","12.0878964","6f10978b-3654-48fb-92fb-478b29e29c69",71,"",71,"C",0.1,"",4.4,"",11.7,"",16.7,"",6.3,"C",1.2,"",2,"",8.7,"C",9.7,"",2.9,737,201,4.1,78.8,1019,562480,2,"",""
"297-PGF-20230303-48-prtz",297,"2023-03-03T13:38:42.000Z","Kassow_107","53.8708913","12.0874678","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",7.1,"",10.6,"",16.7,"",6.4,"D",1.3,"",2.2,"",10.4,"D",8.4,"",2.9,558,152,4.1,78.3,1019,576282,2,"",""
"297-PGF-20230303-49-vqyd",297,"2023-03-03T13:42:11.000Z","Kassow_107","53.8710514","12.0871663","6f10978b-3654-48fb-92fb-478b29e29c69",72,"",72,"C",0.1,"",6.5,"",11.4,"",15.7,"",6.2,"C",1.4,"",2.3,"",11.9,"D",6.2,"",2.8,594,165,4.1,78.4,1019,573465,2,"",""
"297-PGF-20230303-50-zvcn",297,"2023-03-03T13:49:07.000Z","Kassow_107","53.8710935","12.0861732","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",4.7,"",10.9,"",17.3,"",6.5,"D",1.2,"",2.1,"",9.4,"C",10.4,"",3.1,605,165,4.2,78.1,1019,574302,2,"",""
"297-PGF-20230303-51-ifte",297,"2023-03-03T13:52:54.000Z","Kassow_107","53.8713628","12.0857014","6f10978b-3654-48fb-92fb-478b29e29c69",69,"",69,"C",0.1,"",6.6,"",13.2,"",17.6,"",6.6,"D",1.3,"",2.2,"",10.5,"D",8.5,"",3,511,139,4.3,78.1,1019,567154,2,"",""
"297-PGF-20230303-52-gmyn",297,"2023-03-03T13:57:11.000Z","Kassow_107","53.8715332","12.085194","6f10978b-3654-48fb-92fb-478b29e29c69",43,"",43,"B",0.1,"",8.8,"",13.6,"",19,"",7,"D",1.2,"",2.1,"",9.5,"C",9.7,"",3.1,383,107,4.3,78.4,1019,555337,3,"",""
"297-PGF-20230303-53-qryh",297,"2023-03-03T14:00:44.000Z","Kassow_107","53.8717227","12.0849738","6f10978b-3654-48fb-92fb-478b29e29c69",40,"",40,"B",0.1,"",10.5,"",13.4,"",19,"",7.2,"D",1.2,"",2,"",9.2,"C",9.3,"",2.9,403,111,4.2,78.2,1019,570162,4,"",""
"297-PGF-20230303-54-lymm",297,"2023-03-03T14:07:53.000Z","Kassow_107","53.8716982","12.0843762","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",7.2,"",12.9,"",17.4,"",6.6,"D",1.3,"",2.2,"",9.7,"C",8.8,"",3.1,296,85,4.2,78.9,1019,569379,2,"",""
"297-PGF-20230303-55-rtdw",297,"2023-03-03T14:11:42.000Z","Kassow_107","53.8714468","12.0848745","6f10978b-3654-48fb-92fb-478b29e29c69",49,"",49,"C",0.1,"",12.5,"",13.1,"",19.5,"",7,"D",1.3,"",2.2,"",9.5,"C",10,"",3,236,67,4.2,78.6,1019,570782,3,"",""
"297-PGF-20230303-56-zkua",297,"2023-03-03T14:14:57.000Z","Kassow_107","53.8712208","12.0852567","6f10978b-3654-48fb-92fb-478b29e29c69",58,"",58,"C",0.1,"",8.7,"",13.8,"",18.5,"",6.8,"E",1.3,"",2.3,"",9.3,"C",9.5,"",3.1,211,62,4.1,78.4,1019,577922,2,"",""
"297-PGF-20230303-57-hdfb",297,"2023-03-03T14:18:13.000Z","Kassow_107","53.871039","12.0856063","6f10978b-3654-48fb-92fb-478b29e29c69",59,"",59,"C",0.1,"",8.2,"",13.1,"",18.2,"",6.7,"D",1.2,"",2.1,"",8.9,"C",9.5,"",3,193,56,4.2,78.3,1019,579063,3,"",""
"297-PGF-20230303-58-uxzr",297,"2023-03-03T14:24:21.000Z","Kassow_107","53.8703444","12.0856128","6f10978b-3654-48fb-92fb-478b29e29c69",31,"",31,"B",0.1,"",10.5,"",15.1,"",19.3,"",7.1,"D",1.2,"",2.1,"",9.2,"C",10,"",3.1,265,78,4.2,78.7,1019,559176,4,"",""
"297-PGF-20230303-59-nqou",297,"2023-03-03T14:29:04.000Z","Kassow_107","53.8706342","12.0851374","6f10978b-3654-48fb-92fb-478b29e29c69",41,"",41,"B",0.1,"",10.3,"",14.5,"",17.9,"",7.1,"D",1.1,"",1.8,"",11.9,"D",8.9,"",2.9,266,76,4.3,78.9,1019,563861,4,"",""
"297-PGF-20230303-60-yowt",297,"2023-03-03T14:33:37.000Z","Kassow_107","53.8709199","12.0846701","6f10978b-3654-48fb-92fb-478b29e29c69",79,"",79,"C",0.1,"",6.2,"",11.6,"",16.4,"",6.6,"D",1.3,"",2.2,"",9.2,"C",8.3,"",2.9,291,83,4.3,78,1019,564887,2,"",""
"297-PGF-20230303-61-fqjw",297,"2023-03-03T14:38:08.000Z","Kassow_107","53.8712012","12.084204","6f10978b-3654-48fb-92fb-478b29e29c69",67,"",67,"C",0.2,"",4.4,"",10.2,"",18.9,"",6.5,"D",1.6,"",2.8,"",9.5,"C",9.3,"",2.8,320,87,4.4,77.6,1019,565793,2,"",""
"297-PGF-20230303-62-ukwc",297,"2023-03-03T14:42:59.000Z","Kassow_107","53.8713077","12.0833431","6f10978b-3654-48fb-92fb-478b29e29c69",77,"",77,"C",0.1,"",6,"",10.1,"",15.1,"",6,"C",1.3,"",2.3,"",11.7,"D",8.3,"",3.3,405,111,4.6,77.6,1019,568099,2,"",""
"297-PGF-20230303-63-unle",297,"2023-03-03T14:48:58.000Z","Kassow_107","53.8710906","12.0837222","6f10978b-3654-48fb-92fb-478b29e29c69",94,"",94,"D",0.1,"",4.4,"",10.9,"",17.2,"",6.5,"D",1.5,"",2.5,"",10.1,"D",8.1,"",3.1,420,114,4.5,77.5,1019,560765,2,"",""
"297-PGF-20230303-65-nkro",297,"2023-03-03T14:55:29.000Z","Kassow_107","53.8705361","12.0847366","6f10978b-3654-48fb-92fb-478b29e29c69",56,"",56,"C",0.1,"",13.6,"",13.4,"",18.7,"",7.1,"E",1.4,"",2.3,"",10.1,"D",11.1,"",2.9,388,101,4.6,76.3,1019,571702,3,"",""
"297-PGF-20230303-64-cnem",297,"2023-03-03T14:52:19.000Z","Kassow_107","53.8708375","12.0842064","6f10978b-3654-48fb-92fb-478b29e29c69",82,"",82,"C",0.1,"",7.1,"",10.4,"",12.2,"",6.4,"D",1.2,"",2,"",12.3,"D",6.7,"",3,370,98,4.6,76.7,1019,576905,2,"",""
"297-PGF-20230303-66-rnam",297,"2023-03-03T14:59:04.000Z","Kassow_107","53.8701916","12.0852431","6f10978b-3654-48fb-92fb-478b29e29c69",52,"",52,"C",0.1,"",12.1,"",14.1,"",19.1,"",7.1,"E",1.2,"",2.1,"",11.4,"D",9.8,"",2.8,383,97,4.6,77,1018,559597,3,"",""
"297-PGF-20230303-67-fazt",297,"2023-03-03T15:02:30.000Z","Kassow_107","53.8698656","12.0856543","6f10978b-3654-48fb-92fb-478b29e29c69",46,"",46,"C",0.1,"",10.2,"",12.9,"",17.9,"",6.7,"E",1.2,"",2.1,"",9.4,"C",9.3,"",2.8,350,93,4.5,77.3,1018,569007,2,"",""
"297-PGF-20230303-68-mciy",297,"2023-03-03T15:09:40.000Z","Kassow_107","53.8695838","12.0860988","6f10978b-3654-48fb-92fb-478b29e29c69",39,"",38,"B",0.1,"",7.9,"",13.5,"",20,"",7.2,"D",1.3,"",2.2,"",9.7,"C",11.4,"",2.8,377,103,4.4,76.3,1018,571912,4,"",""
